,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel,Organism
28424,St3gal6,NO,Golgi,0,0,0,0,mouse
28425,St6gal1,NO,Golgi,0,0,0,0,mouse
28426,St6gal2,NO,Golgi,0,0,0,0,mouse
28427,St6galnac1,NO,Golgi,0,0,0,0,mouse
28428,St6galnac2,NO,Golgi,0,0,0,0,mouse
28429,St6galnac3,NO,Golgi,0,0,0,0,mouse
28430,St6galnac4,NO,Golgi,0,0,0,0,mouse
28431,St6galnac5,NO,Golgi,0,0,0,0,mouse
28432,St6galnac6,NO,Golgi,0,0,0,0,mouse
28433,St7,NO,ER-Membrane,0,0,0,0,mouse
28434,St8sia1,NO,Golgi,0,0,0,0,mouse
28435,St8sia2,NO,Golgi,0,0,0,0,mouse
28436,St8sia3,NO,Golgi,0,0,0,0,mouse
28437,St8sia4,NO,Golgi,0,0,0,0,mouse
28438,St8sia5,NO,Golgi,0,0,0,0,mouse
28439,St8sia6,NO,Golgi,0,0,0,0,mouse
28440,Stag1,NO,Nucleus,0,0,0,0,mouse
28441,Stag1,NO,Nucleus,0,0,0,0,mouse
28442,Stag2,NO,Nucleus,0,0,0,0,mouse
28443,Stag2,NO,Large Protein Complex,0,0,0,0,mouse
28444,Stag3,NO,Nucleus,0,0,0,0,mouse
28445,Stam,NO,Endosome,0,0,0,0,mouse
28446,Stam2,NO,Endosome,0,0,0,0,mouse
28447,Stambpl1,NO,Large Protein Complex,0,0,0,0,mouse
28448,Stap2,NO,Cytoplasm,0,0,0,0,mouse
28449,Star,NO,Mitochondria,0,0,0,0,mouse
28450,Star,NO,Mitochondria,0,0,0,0,mouse
28451,Stard3,NO,Endosome,0,0,0,0,mouse
28452,Stard7,NO,Mitochondria,0,0,0,0,mouse
28453,Stat1,NO,Large Protein Complex,0,0,0,0,mouse
28454,Stat3,NO,Large Protein Complex,0,0,0,0,mouse
28455,Stat6,NO,Large Protein Complex,0,0,0,0,mouse
28456,Stau1,NO,Large Protein Complex,0,0,0,0,mouse
28457,Stau2,NO,Large Protein Complex,0,0,0,0,mouse
28458,Stbd1,NO,ER_high_curvature,0,0,0,0,mouse
28459,Steap1,NO,Endosome,0,0,0,0,mouse
28460,Steap3,NO,Endosome,0,0,0,0,mouse
28461,Steap3,NO,Plasma membrane,0,0,0,0,mouse
28462,Steap4,NO,Plasma membrane,0,0,0,0,mouse
28463,Stim1,NO,ER-Membrane,0,0,0,0,mouse
28464,Stim2,NO,ER,0,0,0,0,mouse
28465,Stip1,NO,Large Protein Complex,0,0,0,0,mouse
28466,Stk10,NO,Plasma membrane,0,0,0,0,mouse
28467,Stk11ip,NO,Cytoplasm,0,0,0,0,mouse
28468,Stk19,NO,Nucleus,0,0,0,0,mouse
28469,Stk24,NO,Large Protein Complex,0,0,0,0,mouse
28470,Stk25,NO,Endosome,0,0,0,0,mouse
28471,Stk26,NO,Large Protein Complex,0,0,0,0,mouse
28472,Stk3,NO,Large Protein Complex,0,0,0,0,mouse
28473,Stk32a,NO,Plasma membrane,0,0,0,0,mouse
28474,Stk38,NO,Large Protein Complex,0,0,0,0,mouse
28475,Stmn1,NO,Large Protein Complex,0,0,0,0,mouse
28476,Stmn2,NO,Large Protein Complex,0,0,0,0,mouse
28477,Stmn4,NO,Golgi,0,0,0,0,mouse
28478,Stn1,NO,Nucleus,0,0,0,0,mouse
28479,Stn1,NO,Nucleus,0,0,0,0,mouse
28480,Stom,NO,Plasma membrane,0,0,0,0,mouse
28481,Stoml1,NO,Mitochondria,0,0,0,0,mouse
28482,Stoml2,NO,Mitochondrion-IM,0,0,0,0,mouse
28483,Stoml3,NO,Plasma membrane,0,0,0,0,mouse
28484,Ston2,NO,Plasma membrane,0,0,0,0,mouse
28485,Stra6,NO,Plasma membrane,0,0,0,0,mouse
28486,Strap,NO,Large Protein Complex,0,0,0,0,mouse
28487,Strbp,NO,Nucleus,0,0,0,0,mouse
28488,Strip1,NO,Large Protein Complex,0,0,0,0,mouse
28489,Strn,NO,Golgi,0,0,0,0,mouse
28490,Strn3,NO,Large Protein Complex,0,0,0,0,mouse
28491,Strn4,NO,Large Protein Complex,0,0,0,0,mouse
28492,Stt3a,NO,ER,0,0,0,0,mouse
28493,Stt3b,NO,ER,0,0,0,0,mouse
28494,Stub1,NO,Endosome,0,0,0,0,mouse
28495,Stx11,NO,Golgi,0,0,0,0,mouse
28496,Stx12,NO,Endosome,0,0,0,0,mouse
28497,Stx16,NO,Endosome,0,0,0,0,mouse
28498,Stx16,NO,Ergic/cisGolgi,0,0,0,0,mouse
28499,Stx17,NO,Mitochondria,0,0,0,0,mouse
28500,Stx18,NO,ER-Membrane,0,0,0,0,mouse
28501,Stx2,NO,Plasma membrane,0,0,0,0,mouse
28502,Stx3,NO,Plasma membrane,0,0,0,0,mouse
28503,Stx4a,NO,Plasma membrane,0,0,0,0,mouse
28504,Stx5a,NO,Ergic/cisGolgi,0,0,0,0,mouse
28505,Stx6,NO,Golgi,0,0,0,0,mouse
28506,Stx7,NO,Endosome,0,0,0,0,mouse
28507,Stx8,NO,Endosome,0,0,0,0,mouse
28508,Stxbp1,NO,Large Protein Complex,0,0,0,0,mouse
28509,Stxbp2,NO,Plasma membrane,0,0,0,0,mouse
28510,Stxbp3,NO,Plasma membrane,0,0,0,0,mouse
28511,Stxbp4,NO,Cytoplasm,0,0,0,0,mouse
28512,Styxl1,NO,Mitochondria,0,0,0,0,mouse
28513,Sub1,NO,Nucleus,0,0,0,0,mouse
28514,Sucla2,NO,Mitochondria,0,0,0,0,mouse
28515,Suclg1,NO,Mitochondria,0,0,0,0,mouse
28516,Suclg2,NO,Mitochondria,0,0,0,0,mouse
28517,Sucnr1,NO,Plasma membrane,0,0,0,0,mouse
28518,Suco,NO,ER,0,0,0,0,mouse
28519,Suds3,NO,Nucleus,0,0,0,0,mouse
28520,Sugct,NO,Mitochondria,0,0,0,0,mouse
28521,Sugp1,NO,Nucleus,0,0,0,0,mouse
28522,Sugp2,NO,Nucleus,0,0,0,0,mouse
28523,Sugt1,NO,Large Protein Complex,0,0,0,0,mouse
28524,Sult1b1,NO,Cytoplasm,0,0,0,0,mouse
28525,Sult1c2,NO,Cytoplasm,0,0,0,0,mouse
28526,Sult1c1,NO,Cytoplasm,0,0,0,0,mouse
28527,Sult1e1,NO,Cytoplasm,0,0,0,0,mouse
28528,Sult2a1,NO,Cytoplasm,0,0,0,0,mouse
28529,Sult2a6,NO,Cytoplasm,0,0,0,0,mouse
28530,Sult2a5,NO,Cytoplasm,0,0,0,0,mouse
28531,Sult2a3,NO,Cytoplasm,0,0,0,0,mouse
28532,Sult2a4,NO,Cytoplasm,0,0,0,0,mouse
28533,Sult4a1,NO,Cytoplasm,0,0,0,0,mouse
28534,Sult6b1,NO,Cytoplasm,0,0,0,0,mouse
28535,Sumf1,NO,ER,0,0,0,0,mouse
28536,Sumf2,NO,ER,0,0,0,0,mouse
28537,Sumo1,NO,Nuclear pore complex,0,0,0,0,mouse
28538,Sumo2,NO,Nucleus,0,0,0,0,mouse
28539,Sumo3,NO,Large Protein Complex,0,0,0,0,mouse
28540,Sun1,NO,Nuclear pore complex,0,0,0,0,mouse
28541,Sun1,NO,Nucleus,0,0,0,0,mouse
28542,Sun2,NO,Nuclear pore complex,0,0,0,0,mouse
28543,Sun3,NO,Nucleus,0,0,0,0,mouse
28544,Suox,NO,Mitochondria,0,0,0,0,mouse
28545,Supt16,NO,Nucleus,0,0,0,0,mouse
28546,Supt3,NO,Nucleus,0,0,0,0,mouse
28547,Supt4a,NO,Nucleus,0,0,0,0,mouse
28548,Supt5,NO,Nucleus,0,0,0,0,mouse
28549,Supt6,NO,Large Protein Complex,0,0,0,0,mouse
28550,Supt6,NO,Nucleus,0,0,0,0,mouse
28551,Supt7l,NO,Nucleus,0,0,0,0,mouse
28552,Supv3l1,NO,Mitochondrion-Mtx,0,0,0,0,mouse
28553,Surf1,NO,Mitochondria,0,0,0,0,mouse
28554,Surf4,NO,Ergic/cisGolgi,0,0,0,0,mouse
28555,Surf6,NO,Nucleus,0,0,0,0,mouse
28556,Susd2,NO,Plasma membrane,0,0,0,0,mouse
28557,Susd3,NO,Plasma membrane,0,0,0,0,mouse
28558,Suv39h1,NO,Nucleus,0,0,0,0,mouse
28559,Suv39h2,NO,Nucleus,0,0,0,0,mouse
28560,Suz12,NO,Nucleus,0,0,0,0,mouse
28561,Svep1,NO,ER,0,0,0,0,mouse
28562,Svil,NO,Actin binding proteins,0,0,0,0,mouse
28563,Svil,NO,Actin binding proteins,0,0,0,0,mouse
28564,Swap70,NO,Large Protein Complex,0,0,0,0,mouse
28565,Swi5,NO,Nucleus,0,0,0,0,mouse
28566,Swsap1,NO,Nucleus,0,0,0,0,mouse
28567,Syap1,NO,Actin binding proteins,0,0,0,0,mouse
28568,Syce1,NO,Nucleus,0,0,0,0,mouse
28569,Syce2,NO,Nucleus,0,0,0,0,mouse
28570,Syce3,NO,Nucleus,0,0,0,0,mouse
28571,Sycp1,NO,Nucleus,0,0,0,0,mouse
28572,Sycp2,NO,Nucleus,0,0,0,0,mouse
28573,Sycp2l,NO,Nucleus,0,0,0,0,mouse
28574,Sycp3,NO,Nucleus,0,0,0,0,mouse
28575,Syde1,NO,Large Protein Complex,0,0,0,0,mouse
28576,Syf2,NO,Nucleus,0,0,0,0,mouse
28577,Sympk,NO,Large Protein Complex,0,0,0,0,mouse
28578,Syn1,NO,Golgi,0,0,0,0,mouse
28579,Syncrip,NO,Large Protein Complex,0,0,0,0,mouse
28580,Syndig1l,NO,Golgi,0,0,0,0,mouse
28581,Syne2,NO,Plasma membrane,0,0,0,0,mouse
28582,Syne4,NO,Nucleus,0,0,0,0,mouse
28583,Syngr2,NO,Endosome,0,0,0,0,mouse
28584,Synj1,NO,Large Protein Complex,0,0,0,0,mouse
28585,Synj2,NO,Large Protein Complex,0,0,0,0,mouse
28586,Synj2bp,NO,Mitochondria,0,0,0,0,mouse
28587,Synpo,NO,Actin binding proteins,0,0,0,0,mouse
28588,Synrg,NO,Large Protein Complex,0,0,0,0,mouse
28589,Sypl,NO,Endosome,0,0,0,0,mouse
28590,Sys1,NO,Golgi,0,0,0,0,mouse
28591,Syt15,NO,Plasma membrane,0,0,0,0,mouse
28592,Syt5,NO,Endosome,0,0,0,0,mouse
28593,Syvn1,NO,ER,0,0,0,0,mouse
28594,Szt2,NO,Lysosome,0,0,0,0,mouse
28595,Taar1,NO,Plasma membrane,0,0,0,0,mouse
28596,Taar2,NO,Plasma membrane,0,0,0,0,mouse
28597,Taar5,NO,Plasma membrane,0,0,0,0,mouse
28598,Taar6,NO,Plasma membrane,0,0,0,0,mouse
28599,Taar8a,NO,Plasma membrane,0,0,0,0,mouse
28600,Taar8c,NO,Plasma membrane,0,0,0,0,mouse
28601,Taar8b,NO,Plasma membrane,0,0,0,0,mouse
28602,Taar9,NO,Plasma membrane,0,0,0,0,mouse
28603,Tab1,NO,Large Protein Complex,0,0,0,0,mouse
28604,Tacc1,NO,Endosome,0,0,0,0,mouse
28605,Tacc2,NO,Large Protein Complex,0,0,0,0,mouse
28606,Taco1,NO,Mitochondria,0,0,0,0,mouse
28607,Tacr1,NO,Plasma membrane,0,0,0,0,mouse
28608,Tacr2,NO,Plasma membrane,0,0,0,0,mouse
28609,Tacr3,NO,Plasma membrane,0,0,0,0,mouse
28610,Tada1,NO,Nucleus,0,0,0,0,mouse
28611,Tada2a,NO,Nucleus,0,0,0,0,mouse
28612,Tada2b,NO,Nucleus,0,0,0,0,mouse
28613,Tada3,NO,Nucleus,0,0,0,0,mouse
28614,Taf1,NO,Nucleus,0,0,0,0,mouse
28615,Taf10,NO,Nucleus,0,0,0,0,mouse
28616,Taf11,NO,Nucleus,0,0,0,0,mouse
28617,Taf12,NO,Nucleus,0,0,0,0,mouse
28618,Taf13,NO,Nucleus,0,0,0,0,mouse
28619,Taf15,NO,Nucleus,0,0,0,0,mouse
28620,Taf1a,NO,Nucleus,0,0,0,0,mouse
28621,Taf1b,NO,Nucleus,0,0,0,0,mouse
28622,Taf1c,NO,Nucleus,0,0,0,0,mouse
28623,Taf1d,NO,Nucleus,0,0,0,0,mouse
28624,Taf2,NO,Nucleus,0,0,0,0,mouse
28625,Taf3,NO,Nucleus,0,0,0,0,mouse
28626,Taf4,NO,Nucleus,0,0,0,0,mouse
28627,Taf5,NO,Nucleus,0,0,0,0,mouse
28628,Taf5l,NO,Nucleus,0,0,0,0,mouse
28629,Taf6,NO,Nucleus,0,0,0,0,mouse
28630,Taf6l,NO,Nucleus,0,0,0,0,mouse
28631,Taf7,NO,Nucleus,0,0,0,0,mouse
28632,Taf8,NO,Large Protein Complex,0,0,0,0,mouse
28633,Taf9,NO,Nucleus,0,0,0,0,mouse
28634,Taf9b,NO,Nucleus,0,0,0,0,mouse
28635,Tagln,NO,Cytoplasm,0,0,0,0,mouse
28636,Tagln2,NO,Golgi,0,0,0,0,mouse
28637,Tal1,NO,Nucleus,0,0,0,0,mouse
28638,Taldo1,NO,Cytoplasm,0,0,0,0,mouse
28639,Tamm41,NO,Mitochondria,0,0,0,0,mouse
28640,Tamm41,NO,Mitochondria,0,0,0,0,mouse
28641,Tanc1,NO,Large Protein Complex,0,0,0,0,mouse
28642,Tanc2,NO,Large Protein Complex,0,0,0,0,mouse
28643,Tango2,NO,Golgi,0,0,0,0,mouse
28644,Tango6,NO,Large Protein Complex,0,0,0,0,mouse
28645,Tank,NO,Cytoplasm,0,0,0,0,mouse
28646,Taok1,NO,Cytoplasm,0,0,0,0,mouse
28647,Taok2,NO,Ergic/cisGolgi,0,0,0,0,mouse
28648,Taok3,NO,Large Protein Complex,0,0,0,0,mouse
28649,Tap1,NO,ER,0,0,0,0,mouse
28650,Tap2,NO,ER,0,0,0,0,mouse
28651,Tap2,NO,ER,0,0,0,0,mouse
28652,Tapbp,NO,ER,0,0,0,0,mouse
28653,Tapt1,NO,ER,0,0,0,0,mouse
28654,Tarbp1,NO,Large Protein Complex,0,0,0,0,mouse
28655,Tarbp2,NO,Large Protein Complex,0,0,0,0,mouse
28656,Tardbp,NO,Nucleus,0,0,0,0,mouse
28657,Tarm1,NO,Plasma membrane,0,0,0,0,mouse
28658,Tars,NO,Cytoplasm,0,0,0,0,mouse
28659,Tars2,NO,Mitochondria,0,0,0,0,mouse
28660,Tas1r1,NO,Plasma membrane,0,0,0,0,mouse
28661,Tas1r2,NO,Plasma membrane,0,0,0,0,mouse
28662,Tas1r3,NO,Plasma membrane,0,0,0,0,mouse
28663,Tas2r118,NO,Plasma membrane,0,0,0,0,mouse
28664,Tas2r108,NO,Plasma membrane,0,0,0,0,mouse
28665,Tas2r120,NO,Plasma membrane,0,0,0,0,mouse
28666,Tasor,NO,Nucleus,0,0,0,0,mouse
28667,Tatdn1,NO,Nucleus,0,0,0,0,mouse
28668,Tatdn2,NO,Nucleus,0,0,0,0,mouse
28669,Tatdn3,NO,Nucleus,0,0,0,0,mouse
28670,Tax1bp1,NO,Endosome,0,0,0,0,mouse
28671,Tax1bp3,NO,Large Protein Complex,0,0,0,0,mouse
28672,Tbata,NO,Cytoplasm,0,0,0,0,mouse
28673,Tbc1d1,NO,Nucleus,0,0,0,0,mouse
28674,Tbc1d10b,NO,Cytoplasm,0,0,0,0,mouse
28675,Tbc1d12,NO,Endosome,0,0,0,0,mouse
28676,Tbc1d14,NO,Golgi,0,0,0,0,mouse
28677,Tbc1d15,NO,Cytoplasm,0,0,0,0,mouse
28678,Tbc1d23,NO,Golgi,0,0,0,0,mouse
28679,Tbc1d24,NO,Plasma membrane,0,0,0,0,mouse
28680,Tbc1d30,NO,Plasma membrane,0,0,0,0,mouse
28681,Tbc1d31,NO,Large Protein Complex,0,0,0,0,mouse
28682,Tbc1d5,NO,Endosome,0,0,0,0,mouse
28683,Tbc1d8b,NO,Cytoplasm,0,0,0,0,mouse
28684,Tbca,NO,Large Protein Complex,0,0,0,0,mouse
28685,Tbcb,NO,Large Protein Complex,0,0,0,0,mouse
28686,Tbcd,NO,Large Protein Complex,0,0,0,0,mouse
28687,Tbce,NO,Large Protein Complex,0,0,0,0,mouse
28688,Tbk1,NO,Cytoplasm,0,0,0,0,mouse
28689,Tbl1x,NO,Nucleus,0,0,0,0,mouse
28690,Tbl1xr1,NO,Nucleus,0,0,0,0,mouse
28691,Tbl2,NO,ER-Lumen,0,0,0,0,mouse
28692,Tbl3,NO,Nucleus,0,0,0,0,mouse
28693,Tbp,NO,Nucleus,0,0,0,0,mouse
28694,Tbr1,NO,Nucleus,0,0,0,0,mouse
28695,Tbrg1,NO,Nucleus,0,0,0,0,mouse
28696,Tbrg4,NO,Mitochondria,0,0,0,0,mouse
28697,Tbx1,NO,Nucleus,0,0,0,0,mouse
28698,Tbx10,NO,Nucleus,0,0,0,0,mouse
28699,Tbx15,NO,Nucleus,0,0,0,0,mouse
28700,Tbx18,NO,Nucleus,0,0,0,0,mouse
28701,Tbx19,NO,Nucleus,0,0,0,0,mouse
28702,Tbx2,NO,Nucleus,0,0,0,0,mouse
28703,Tbx20,NO,Nucleus,0,0,0,0,mouse
28704,Tbx21,NO,Nucleus,0,0,0,0,mouse
28705,Tbx22,NO,Nucleus,0,0,0,0,mouse
28706,Tbx3,NO,Nucleus,0,0,0,0,mouse
28707,Tbx4,NO,Nucleus,0,0,0,0,mouse
28708,Tbx6,NO,Nucleus,0,0,0,0,mouse
28709,Tbxa2r,NO,Plasma membrane,0,0,0,0,mouse
28710,Tbxas1,NO,ER,0,0,0,0,mouse
28711,T,NO,Nucleus,0,0,0,0,mouse
28712,Tc2n,NO,Nucleus,0,0,0,0,mouse
28713,Tcaf1,NO,Plasma membrane,0,0,0,0,mouse
28714,Tcaf2,NO,Plasma membrane,0,0,0,0,mouse
28715,Tcaim,NO,Mitochondria,0,0,0,0,mouse
28716,Tcea1,NO,Nucleus,0,0,0,0,mouse
28717,Tcea2,NO,Nucleus,0,0,0,0,mouse
28718,Tcea3,NO,Nucleus,0,0,0,0,mouse
28719,Tceal1,NO,Nucleus,0,0,0,0,mouse
28720,Tceal5,NO,Nucleus,0,0,0,0,mouse
28721,Tceal6,NO,Nucleus,0,0,0,0,mouse
28722,Tceal3,NO,Nucleus,0,0,0,0,mouse
28723,Tceal7,NO,Nucleus,0,0,0,0,mouse
28724,Tceal8,NO,Nucleus,0,0,0,0,mouse
28725,Tceal9,NO,Nucleus,0,0,0,0,mouse
28726,Tceanc2,NO,Nucleus,0,0,0,0,mouse
28727,Tcerg1,NO,Nucleus,0,0,0,0,mouse
28728,Tcf12,NO,Nucleus,0,0,0,0,mouse
28729,Tcf15,NO,Nucleus,0,0,0,0,mouse
28730,Tcf19,NO,Nucleus,0,0,0,0,mouse
28731,Tcf20,NO,Nucleus,0,0,0,0,mouse
28732,Tcf21,NO,Nucleus,0,0,0,0,mouse
28733,Tcf23,NO,Nucleus,0,0,0,0,mouse
28734,Tcf24,NO,Nucleus,0,0,0,0,mouse
28735,Tcf25,NO,Large Protein Complex,0,0,0,0,mouse
28736,Tcf3,NO,Nucleus,0,0,0,0,mouse
28737,Tcf4,NO,Nucleus,0,0,0,0,mouse
28738,Tcf7l1,NO,Nucleus,0,0,0,0,mouse
28739,Tcf7l2,NO,Nucleus,0,0,0,0,mouse
28740,Tcfl5,NO,Nucleus,0,0,0,0,mouse
28741,Tchp,NO,Mitochondria,0,0,0,0,mouse
28742,Tcirg1,NO,Lysosome,0,0,0,0,mouse
28743,Tcof1,NO,Nucleus,0,0,0,0,mouse
28744,Tcof1,NO,Large Protein Complex,0,0,0,0,mouse
28745,Tcp1,NO,Large Protein Complex,0,0,0,0,mouse
28746,Tdg,NO,Nucleus,0,0,0,0,mouse
28747,Tdg-ps,NO,Nucleus,0,0,0,0,mouse
28748,Tdrd3,NO,Large Protein Complex,0,0,0,0,mouse
28749,Tdrkh,NO,Mitochondria,0,0,0,0,mouse
28750,Tead1,NO,Nucleus,0,0,0,0,mouse
28751,Tead2,NO,Nucleus,0,0,0,0,mouse
28752,Tead3,NO,Nucleus,0,0,0,0,mouse
28753,Tead4,NO,Nucleus,0,0,0,0,mouse
28754,Tecr,NO,ER,0,0,0,0,mouse
28755,Tecrl,NO,ER,0,0,0,0,mouse
28756,Tef,NO,Nucleus,0,0,0,0,mouse
28757,Tefm,NO,Mitochondria,0,0,0,0,mouse
28758,Telo2,NO,Large Protein Complex,0,0,0,0,mouse
28759,Ten1,NO,Nucleus,0,0,0,0,mouse
28760,Tenm3,NO,Plasma membrane,0,0,0,0,mouse
28761,Tep1,NO,Nucleus,0,0,0,0,mouse
28762,Tep1,NO,Nucleus,0,0,0,0,mouse
28763,Terb1,NO,Nucleus,0,0,0,0,mouse
28764,Terb2,NO,Nucleus,0,0,0,0,mouse
28765,Terf2,NO,Nucleus,0,0,0,0,mouse
28766,Terf2ip,NO,Large Protein Complex,0,0,0,0,mouse
28767,Tes,NO,Golgi,0,0,0,0,mouse
28768,Tesk2,NO,Nucleus,0,0,0,0,mouse
28769,Tet1,NO,Nucleus,0,0,0,0,mouse
28770,Tex10,NO,Nucleus,0,0,0,0,mouse
28771,Tex2,NO,ER_high_curvature,0,0,0,0,mouse
28772,Tex264,NO,ER,0,0,0,0,mouse
28773,Tex30,NO,Large Protein Complex,0,0,0,0,mouse
28774,Tex44,NO,Cytoplasm,0,0,0,0,mouse
28775,Tex55,NO,Nucleus,0,0,0,0,mouse
28776,Trf,NO,Endosome,0,0,0,0,mouse
28777,Tfam,NO,Mitochondria,0,0,0,0,mouse
28778,Tfap2a,NO,Nucleus,0,0,0,0,mouse
28779,Tfap2b,NO,Nucleus,0,0,0,0,mouse
28780,Tfap2c,NO,Nucleus,0,0,0,0,mouse
28781,Tfap2d,NO,Nucleus,0,0,0,0,mouse
28782,Tfap2e,NO,Nucleus,0,0,0,0,mouse
28783,Tfap4,NO,Nucleus,0,0,0,0,mouse
28784,Tfb1m,NO,Mitochondria,0,0,0,0,mouse
28785,Tfb2m,NO,Mitochondria,0,0,0,0,mouse
28786,Tfcp2,NO,Nucleus,0,0,0,0,mouse
28787,Tfcp2l1,NO,Nucleus,0,0,0,0,mouse
28788,Tfdp2,NO,Nucleus,0,0,0,0,mouse
28789,Tfe3,NO,Nucleus,0,0,0,0,mouse
28790,Tfec,NO,Nucleus,0,0,0,0,mouse
28791,Tfg,NO,ER,0,0,0,0,mouse
28792,Tfip11,NO,Large Protein Complex,0,0,0,0,mouse
28793,Tfpi,NO,Plasma membrane,0,0,0,0,mouse
28794,Tfpt,NO,Nucleus,0,0,0,0,mouse
28795,Tfrc,NO,Endosome,0,0,0,0,mouse
28796,Tgfb1,NO,ER-Membrane,0,0,0,0,mouse
28797,Tgfbr1,NO,Plasma membrane,0,0,0,0,mouse
28798,Tgfbr2,NO,Plasma membrane,0,0,0,0,mouse
28799,Tgfbr3,NO,Plasma membrane,0,0,0,0,mouse
28800,Tgfbrap1,NO,Endosome,0,0,0,0,mouse
28801,Tgif1,NO,Nucleus,0,0,0,0,mouse
28802,Tgif2,NO,Nucleus,0,0,0,0,mouse
28803,Tgif2lx2,NO,Nucleus,0,0,0,0,mouse
28804,Tgif2lx1,NO,Nucleus,0,0,0,0,mouse
28805,Tgm3,NO,Cytoplasm,0,0,0,0,mouse
28806,Tgm5,NO,Cytoplasm,0,0,0,0,mouse
28807,Tgm6,NO,Cytoplasm,0,0,0,0,mouse
28808,Thap1,NO,Nucleus,0,0,0,0,mouse
28809,Thap11,NO,Large Protein Complex,0,0,0,0,mouse
28810,Thap7,NO,Nucleus,0,0,0,0,mouse
28811,Thbs1,NO,Endosome,0,0,0,0,mouse
28812,Theg,NO,Nucleus,0,0,0,0,mouse
28813,Them4,NO,Mitochondria,0,0,0,0,mouse
28814,Them5,NO,Mitochondria,0,0,0,0,mouse
28815,Them6,NO,ER-Membrane,0,0,0,0,mouse
28816,Thg1l,NO,Mitochondria,0,0,0,0,mouse
28817,Thnsl1,NO,Mitochondrion-Mtx,0,0,0,0,mouse
28818,Thoc1,NO,Large Protein Complex,0,0,0,0,mouse
28819,Thoc2,NO,Nucleus,0,0,0,0,mouse
28820,Thoc3,NO,Nucleus,0,0,0,0,mouse
28821,Thoc5,NO,Large Protein Complex,0,0,0,0,mouse
28822,Thoc6,NO,Nucleus,0,0,0,0,mouse
28823,Thoc7,NO,Large Protein Complex,0,0,0,0,mouse
28824,Thop1,NO,Cytoplasm,0,0,0,0,mouse
28825,Thrap3,NO,Nucleus,0,0,0,0,mouse
28826,Thrb,NO,Nucleus,0,0,0,0,mouse
28827,Thtpa,NO,Cytoplasm,0,0,0,0,mouse
28828,Thumpd3,NO,Large Protein Complex,0,0,0,0,mouse
28829,Thy1,NO,Plasma membrane,0,0,0,0,mouse
28830,Thyn1,NO,Nucleus,0,0,0,0,mouse
28831,Tia1,NO,Large Protein Complex,0,0,0,0,mouse
28832,Tial1,NO,Large Protein Complex,0,0,0,0,mouse
28833,Ticrr,NO,Nucleus,0,0,0,0,mouse
28834,Tie1,NO,Plasma membrane,0,0,0,0,mouse
28835,Tigar,NO,Large Protein Complex,0,0,0,0,mouse
28836,Tigd2,NO,Nucleus,0,0,0,0,mouse
28837,Tigd3,NO,Nucleus,0,0,0,0,mouse
28838,Tigd4,NO,Nucleus,0,0,0,0,mouse
28839,Tigd5,NO,Nucleus,0,0,0,0,mouse
28840,Tigit,NO,Plasma membrane,0,0,0,0,mouse
28841,Timeless,NO,Nucleus,0,0,0,0,mouse
28842,Timm10,NO,Mitochondria,0,0,0,0,mouse
28843,Timm10b,NO,Mitochondria,0,0,0,0,mouse
28844,Timm13,NO,Mitochondria,0,0,0,0,mouse
28845,Timm17a,NO,Mitochondria,0,0,0,0,mouse
28846,Timm17b,NO,Mitochondria,0,0,0,0,mouse
28847,Timm21,NO,Mitochondria,0,0,0,0,mouse
28848,Timm22,NO,Mitochondria,0,0,0,0,mouse
28849,Timm23,NO,Mitochondria,0,0,0,0,mouse
28850,Timm29,NO,Mitochondria,0,0,0,0,mouse
28851,Timm44,NO,Mitochondria,0,0,0,0,mouse
28852,Timm50,NO,Mitochondrion-IM,0,0,0,0,mouse
28853,Timm50,NO,Mitochondria,0,0,0,0,mouse
28854,Timm8a1,NO,Mitochondria,0,0,0,0,mouse
28855,Timm8b,NO,Mitochondria,0,0,0,0,mouse
28856,Timm9,NO,Mitochondria,0,0,0,0,mouse
28857,Timmdc1,NO,Mitochondria,0,0,0,0,mouse
28858,Timp1,NO,Plasma membrane,0,0,0,0,mouse
28859,Timp2,NO,Plasma membrane,0,0,0,0,mouse
28860,Tinf2,NO,Nucleus,0,0,0,0,mouse
28861,Tiparp,NO,Nucleus,0,0,0,0,mouse
28862,Tiprl,NO,Cytoplasm,0,0,0,0,mouse
28863,Tjp1,NO,Actin binding proteins,0,0,0,0,mouse
28864,Tjp2,NO,Actin binding proteins,0,0,0,0,mouse
28865,Tk1,NO,Cytoplasm,0,0,0,0,mouse
28866,Tk2,NO,Mitochondria,0,0,0,0,mouse
28867,Tkt,NO,Large Protein Complex,0,0,0,0,mouse
28868,Tkt,NO,Mitochondria,0,0,0,0,mouse
28869,Tlcd1,NO,Plasma membrane,0,0,0,0,mouse
28870,Tlcd2,NO,Plasma membrane,0,0,0,0,mouse
28871,Tlcd3a,NO,Plasma membrane,0,0,0,0,mouse
28872,Tle1,NO,Nucleus,0,0,0,0,mouse
28873,Tle2,NO,Nucleus,0,0,0,0,mouse
28874,Tle3,NO,Nucleus,0,0,0,0,mouse
28875,Tle4,NO,Nucleus,0,0,0,0,mouse
28876,Tle5,NO,Nucleus,0,0,0,0,mouse
28877,Tlk1,NO,Large Protein Complex,0,0,0,0,mouse
